 -2.0308532E-01 	 2.9058597E-03 	
 -1.7769918E-01 	 2.8292202E-02 	
 -1.0996432E-01 	 9.6027004E-02 	
  1.7852935E-04 	 2.0617033E-01 	
  1.5278604E-01 	 3.5877805E-01 	
  3.4791251E-01 	 5.5390447E-01 	
  5.8561742E-01 	 7.9160985E-01 	
  8.6595766E-01 	 1.0719503E+00 	
  1.1889878E+00 	 1.3949804E+00 	
  1.5547674E+00 	 1.7607605E+00 	
  1.9633538E+00 	 2.1693471E+00 	
  2.4148016E+00 	 2.6207949E+00 	
  2.9091709E+00 	 3.1151645E+00 	
  3.4465183E+00 	 3.6525118E+00 	
  4.0269011E+00 	 4.2328946E+00 	
  4.6503769E+00 	 4.8563704E+00 	
  5.3170033E+00 	 5.5229969E+00 	
  6.0268382E+00 	 6.2328318E+00 	
  6.7799393E+00 	 6.9859329E+00 	
  7.5763646E+00 	 7.7823581E+00 	
  8.4161719E+00 	 8.6221654E+00 	
  9.2994194E+00 	 9.5054129E+00 	
  1.0226165E+01 	 1.0432159E+01 	
  1.1196467E+01 	 1.1402461E+01 	
  1.2210384E+01 	 1.2416378E+01 	
  1.3267974E+01 	 1.3473968E+01 	
  1.4369296E+01 	 1.4575290E+01 	
  1.5514408E+01 	 1.5720401E+01 	
  1.6703368E+01 	 1.6909362E+01 	
  1.7936236E+01 	 1.8142229E+01 	
  1.9213070E+01 	 1.9419063E+01 	
  2.0533928E+01 	 2.0739922E+01 	
  2.1898871E+01 	 2.2104865E+01 	
  2.3307956E+01 	 2.3513950E+01 	
  2.4761244E+01 	 2.4967237E+01 	
  2.6258792E+01 	 2.6464786E+01 	
  2.7800661E+01 	 2.8006655E+01 	
  2.9386909E+01 	 2.9592903E+01 	
  3.1017597E+01 	 3.1223590E+01 	
  3.2692783E+01 	 3.2898776E+01 	
  3.4412527E+01 	 3.4618520E+01 	
  3.6176888E+01 	 3.6382882E+01 	
  3.7985927E+01 	 3.8191921E+01 	
  3.9839703E+01 	 4.0045697E+01 	
  4.1738276E+01 	 4.1944270E+01 	
  4.3681706E+01 	 4.3887700E+01 	
  4.5670053E+01 	 4.5876047E+01 	
  4.7703378E+01 	 4.7909371E+01 	
  4.9781739E+01 	 4.9987733E+01 	
  5.1905199E+01 	 5.2111192E+01 	
  5.4073816E+01 	 5.4279809E+01 	
  5.6287652E+01 	 5.6493645E+01 	
  5.8546766E+01 	 5.8752760E+01 	
  6.0851220E+01 	 6.1057214E+01 	
  6.3201075E+01 	 6.3407068E+01 	
  6.5596390E+01 	 6.5802384E+01 	
  6.8037228E+01 	 6.8243221E+01 	
  7.0523648E+01 	 7.0729641E+01 	
  7.3055712E+01 	 7.3261705E+01 	
  7.5633481E+01 	 7.5839474E+01 	
  7.8257016E+01 	 7.8463009E+01 	
  8.0926378E+01 	 8.1132372E+01 	
  8.3641629E+01 	 8.3847623E+01 	
  8.6402831E+01 	 8.6608824E+01 	
  8.9210043E+01 	 8.9416037E+01 	
  9.2063330E+01 	 9.2269323E+01 	
  9.4962751E+01 	 9.5168744E+01 	
  9.7908369E+01 	 9.8114362E+01 	
  1.0090025E+02 	 1.0110624E+02 	
  1.0393844E+02 	 1.0414444E+02 	
  1.0702302E+02 	 1.0722901E+02 	
  1.1015405E+02 	 1.1036004E+02 	
  1.1333158E+02 	 1.1353757E+02 	
  1.1655568E+02 	 1.1676167E+02 	
  1.1982641E+02 	 1.2003240E+02 	
  1.2314383E+02 	 1.2334983E+02 	
  1.2650801E+02 	 1.2671401E+02 	
  1.2991901E+02 	 1.3012501E+02 	
  1.3337690E+02 	 1.3358289E+02 	
  1.3688172E+02 	 1.3708772E+02 	
  1.4043356E+02 	 1.4063955E+02 	
  1.4403246E+02 	 1.4423845E+02 	
  1.4767850E+02 	 1.4788449E+02 	
  1.5137173E+02 	 1.5157773E+02 	
  1.5511223E+02 	 1.5531822E+02 	
  1.5890004E+02 	 1.5910603E+02 	
  1.6273524E+02 	 1.6294124E+02 	
  1.6661790E+02 	 1.6682389E+02 	
  1.7054806E+02 	 1.7075406E+02 	
  1.7452580E+02 	 1.7473180E+02 	
  1.7855119E+02 	 1.7875718E+02 	
  1.8262428E+02 	 1.8283027E+02 	
  1.8674513E+02 	 1.8695112E+02 	
  1.9091382E+02 	 1.9111981E+02 	
  1.9513040E+02 	 1.9533640E+02 	
  1.9939495E+02 	 1.9960094E+02 	
  2.0370752E+02 	 2.0391351E+02 	
  2.0806818E+02 	 2.0827417E+02 	
  2.1247699E+02 	 2.1268298E+02 	
  2.1693402E+02 	 2.1714002E+02 	
  2.2143934E+02 	 2.2164533E+02 	
  2.2599300E+02 	 2.2619899E+02 	
  2.3059507E+02 	 2.3080106E+02 	
  2.3524562E+02 	 2.3545161E+02 	
  2.3994471E+02 	 2.4015070E+02 	
  2.4469241E+02 	 2.4489840E+02 	
  2.4948878E+02 	 2.4969477E+02 	
  2.5433389E+02 	 2.5453988E+02 	
  2.5922780E+02 	 2.5943379E+02 	
  2.6417058E+02 	 2.6437657E+02 	
  2.6916229E+02 	 2.6936828E+02 	
  2.7420300E+02 	 2.7440899E+02 	
  2.7929278E+02 	 2.7949877E+02 	
  2.8443168E+02 	 2.8463768E+02 	
  2.8961978E+02 	 2.8982578E+02 	
  2.9485715E+02 	 2.9506314E+02 	
  3.0014384E+02 	 3.0034984E+02 	
  3.0547993E+02 	 3.0568592E+02 	
  3.1086548E+02 	 3.1107147E+02 	
  3.1630055E+02 	 3.1650654E+02 	
  3.2178522E+02 	 3.2199121E+02 	
  3.2731955E+02 	 3.2752554E+02 	
  3.3290360E+02 	 3.3310959E+02 	
  3.3853745E+02 	 3.3874344E+02 	
  3.4422115E+02 	 3.4442715E+02 	
  3.4995478E+02 	 3.5016078E+02 	
  3.5573841E+02 	 3.5594440E+02 	
  3.6157210E+02 	 3.6177809E+02 	
  3.6745591E+02 	 3.6766190E+02 	
  3.7338992E+02 	 3.7359591E+02 	
  3.7937419E+02 	 3.7958018E+02 	
  3.8540879E+02 	 3.8561478E+02 	
  3.9149379E+02 	 3.9169978E+02 	
  3.9762925E+02 	 3.9783524E+02 	
  4.0381524E+02 	 4.0402123E+02 	
  4.1005183E+02 	 4.1025783E+02 	
  4.1633909E+02 	 4.1654509E+02 	
  4.2267709E+02 	 4.2288308E+02 	
  4.2906589E+02 	 4.2927188E+02 	
  4.3550556E+02 	 4.3571155E+02 	
  4.4199617E+02 	 4.4220217E+02 	
  4.4853779E+02 	 4.4874379E+02 	
  4.5513049E+02 	 4.5533648E+02 	
  4.6177433E+02 	 4.6198032E+02 	
