 -2.3291848E-03 	 4.1954642E-10 	 3.4515037E-02 	 1.1967129E-03 	
 -2.3292047E-03 	 4.9559711E-09 	 3.4515235E-02 	 1.1967266E-03 	
 -2.3292001E-03 	 9.3694095E-09 	 3.4515340E-02 	 1.1967339E-03 	
 -2.3292060E-03 	 1.3845154E-08 	 3.4515491E-02 	 1.1967443E-03 	
 -2.3292217E-03 	 1.8382693E-08 	 3.4515689E-02 	 1.1967580E-03 	
 -2.3292165E-03 	 2.2916100E-08 	 3.4515794E-02 	 1.1967653E-03 	
 -2.3292237E-03 	 2.7464494E-08 	 3.4515945E-02 	 1.1967758E-03 	
 -2.3292407E-03 	 3.2083682E-08 	 3.4516143E-02 	 1.1967895E-03 	
 -2.3292349E-03 	 3.6870272E-08 	 3.4516248E-02 	 1.1967967E-03 	
 -2.3292433E-03 	 4.1601675E-08 	 3.4516400E-02 	 1.1968072E-03 	
 -2.3292616E-03 	 4.6412871E-08 	 3.4516597E-02 	 1.1968209E-03 	
 -2.3292551E-03 	 5.1585826E-08 	 3.4516702E-02 	 1.1968282E-03 	
 -2.3292648E-03 	 5.6610571E-08 	 3.4516854E-02 	 1.1968387E-03 	
 -2.3289920E-03 	 6.9363832E-08 	 3.4517020E-02 	 1.1968489E-03 	
 -2.3290253E-03 	 7.4780743E-08 	 3.4517172E-02 	 1.1968595E-03 	
 -2.3290588E-03 	 8.0383439E-08 	 3.4517323E-02 	 1.1968701E-03 	
 -2.3290925E-03 	 8.6185014E-08 	 3.4517475E-02 	 1.1968807E-03 	
 -2.3291264E-03 	 9.2198565E-08 	 3.4517626E-02 	 1.1968913E-03 	
 -2.3291606E-03 	 9.8437183E-08 	 3.4517778E-02 	 1.1969020E-03 	
 -2.3291949E-03 	 1.0491396E-07 	 3.4517929E-02 	 1.1969126E-03 	
 -2.3292294E-03 	 1.1164199E-07 	 3.4518080E-02 	 1.1969232E-03 	
 -2.3292642E-03 	 1.1863435E-07 	 3.4518232E-02 	 1.1969338E-03 	
 -2.3292991E-03 	 1.2590414E-07 	 3.4518383E-02 	 1.1969444E-03 	
 -2.3293343E-03 	 1.3346442E-07 	 3.4518535E-02 	 1.1969550E-03 	
 -2.3293697E-03 	 1.4132830E-07 	 3.4518686E-02 	 1.1969657E-03 	
 -2.3294052E-03 	 1.4950883E-07 	 3.4518838E-02 	 1.1969763E-03 	
 -2.3294410E-03 	 1.5801911E-07 	 3.4518989E-02 	 1.1969869E-03 	
 -2.3294770E-03 	 1.6687219E-07 	 3.4519140E-02 	 1.1969975E-03 	
 -2.3295132E-03 	 1.7608115E-07 	 3.4519292E-02 	 1.1970081E-03 	
 -2.3295496E-03 	 1.8565906E-07 	 3.4519443E-02 	 1.1970188E-03 	
 -2.3295861E-03 	 1.9561898E-07 	 3.4519595E-02 	 1.1970294E-03 	
 -2.3296229E-03 	 2.0597396E-07 	 3.4519746E-02 	 1.1970400E-03 	
 -2.3296599E-03 	 2.1673707E-07 	 3.4519898E-02 	 1.1970507E-03 	
 -2.3296971E-03 	 2.2792136E-07 	 3.4520049E-02 	 1.1970613E-03 	
 -2.3297345E-03 	 2.3953988E-07 	 3.4520201E-02 	 1.1970719E-03 	
 -2.3297721E-03 	 2.5160566E-07 	 3.4520352E-02 	 1.1970826E-03 	
 -2.3298099E-03 	 2.6413176E-07 	 3.4520504E-02 	 1.1970932E-03 	
 -2.3298479E-03 	 2.7713121E-07 	 3.4520655E-02 	 1.1971038E-03 	
 -2.3298860E-03 	 2.9061705E-07 	 3.4520807E-02 	 1.1971145E-03 	
 -2.3299244E-03 	 3.0460229E-07 	 3.4520958E-02 	 1.1971251E-03 	
 -2.3299630E-03 	 3.1909998E-07 	 3.4521110E-02 	 1.1971357E-03 	
 -2.3300017E-03 	 3.3412312E-07 	 3.4521261E-02 	 1.1971464E-03 	
 -2.3300407E-03 	 3.4968473E-07 	 3.4521413E-02 	 1.1971570E-03 	
 -2.3300798E-03 	 3.6579783E-07 	 3.4521564E-02 	 1.1971677E-03 	
 -2.3301192E-03 	 3.8247541E-07 	 3.4521716E-02 	 1.1971783E-03 	
 -2.3301587E-03 	 3.9973048E-07 	 3.4521867E-02 	 1.1971890E-03 	
 -2.3301984E-03 	 4.1757604E-07 	 3.4522019E-02 	 1.1971996E-03 	
 -2.3302384E-03 	 4.3602507E-07 	 3.4522170E-02 	 1.1972103E-03 	
 -2.3302785E-03 	 4.5509055E-07 	 3.4522322E-02 	 1.1972209E-03 	
 -2.3303187E-03 	 4.7478548E-07 	 3.4522473E-02 	 1.1972315E-03 	
 -2.3303592E-03 	 4.9512281E-07 	 3.4522625E-02 	 1.1972422E-03 	
 -2.3303999E-03 	 5.1611553E-07 	 3.4522776E-02 	 1.1972529E-03 	
 -2.3304407E-03 	 5.3777658E-07 	 3.4522928E-02 	 1.1972635E-03 	
 -2.3304817E-03 	 5.6011893E-07 	 3.4523079E-02 	 1.1972742E-03 	
 -2.3305229E-03 	 5.8315552E-07 	 3.4523231E-02 	 1.1972848E-03 	
 -2.3305643E-03 	 6.0689930E-07 	 3.4523383E-02 	 1.1972955E-03 	
 -2.3306059E-03 	 6.3136320E-07 	 3.4523534E-02 	 1.1973061E-03 	
 -2.3306476E-03 	 6.5656016E-07 	 3.4523686E-02 	 1.1973168E-03 	
 -2.3306895E-03 	 6.8250310E-07 	 3.4523837E-02 	 1.1973274E-03 	
 -2.3307316E-03 	 7.0920493E-07 	 3.4523989E-02 	 1.1973381E-03 	
 -2.3307739E-03 	 7.3667857E-07 	 3.4524140E-02 	 1.1973488E-03 	
 -2.3308163E-03 	 7.6493692E-07 	 3.4524292E-02 	 1.1973594E-03 	
 -2.3308589E-03 	 7.9399287E-07 	 3.4524443E-02 	 1.1973701E-03 	
 -2.3309017E-03 	 8.2385932E-07 	 3.4524595E-02 	 1.1973808E-03 	
 -2.3309447E-03 	 8.5454913E-07 	 3.4524747E-02 	 1.1973914E-03 	
 -2.3309878E-03 	 8.8607520E-07 	 3.4524898E-02 	 1.1974021E-03 	
 -2.3310311E-03 	 9.1845038E-07 	 3.4525050E-02 	 1.1974128E-03 	
 -2.3310745E-03 	 9.5168753E-07 	 3.4525201E-02 	 1.1974234E-03 	
 -2.3311182E-03 	 9.8579950E-07 	 3.4525353E-02 	 1.1974341E-03 	
 -2.3311619E-03 	 1.0207991E-06 	 3.4525504E-02 	 1.1974448E-03 	
 -2.3312059E-03 	 1.0566993E-06 	 3.4525656E-02 	 1.1974554E-03 	
 -2.3312500E-03 	 1.0935127E-06 	 3.4525807E-02 	 1.1974661E-03 	
 -2.3312942E-03 	 1.1312523E-06 	 3.4525959E-02 	 1.1974768E-03 	
 -2.3313387E-03 	 1.1699309E-06 	 3.4526111E-02 	 1.1974875E-03 	
 -2.3313832E-03 	 1.2095612E-06 	 3.4526262E-02 	 1.1974981E-03 	
 -2.3314280E-03 	 1.2501561E-06 	 3.4526414E-02 	 1.1975088E-03 	
 -2.3314728E-03 	 1.2917282E-06 	 3.4526565E-02 	 1.1975195E-03 	
 -2.3315179E-03 	 1.3342905E-06 	 3.4526717E-02 	 1.1975302E-03 	
 -2.3315631E-03 	 1.3778557E-06 	 3.4526868E-02 	 1.1975408E-03 	
 -2.3316084E-03 	 1.4224365E-06 	 3.4527020E-02 	 1.1975515E-03 	
 -2.3316539E-03 	 1.4680456E-06 	 3.4527172E-02 	 1.1975622E-03 	
 -2.3316995E-03 	 1.5146958E-06 	 3.4527323E-02 	 1.1975729E-03 	
 -2.3317452E-03 	 1.5623999E-06 	 3.4527475E-02 	 1.1975835E-03 	
 -2.3317911E-03 	 1.6111706E-06 	 3.4527626E-02 	 1.1975942E-03 	
 -2.3318372E-03 	 1.6610205E-06 	 3.4527778E-02 	 1.1976049E-03 	
 -2.3318834E-03 	 1.7119623E-06 	 3.4527929E-02 	 1.1976156E-03 	
 -2.3319297E-03 	 1.7640088E-06 	 3.4528081E-02 	 1.1976263E-03 	
 -2.3319761E-03 	 1.8171727E-06 	 3.4528232E-02 	 1.1976369E-03 	
 -2.3320227E-03 	 1.8714665E-06 	 3.4528384E-02 	 1.1976476E-03 	
 -2.3320694E-03 	 1.9269030E-06 	 3.4528535E-02 	 1.1976583E-03 	
 -2.3321163E-03 	 1.9834947E-06 	 3.4528687E-02 	 1.1976690E-03 	
 -2.3321632E-03 	 2.0412544E-06 	 3.4528839E-02 	 1.1976797E-03 	
 -2.3322103E-03 	 2.1001947E-06 	 3.4528990E-02 	 1.1976904E-03 	
 -2.3322576E-03 	 2.1603281E-06 	 3.4529142E-02 	 1.1977011E-03 	
 -2.3323049E-03 	 2.2216673E-06 	 3.4529293E-02 	 1.1977117E-03 	
 -2.3323524E-03 	 2.2842249E-06 	 3.4529445E-02 	 1.1977224E-03 	
 -2.3323999E-03 	 2.3480134E-06 	 3.4529596E-02 	 1.1977331E-03 	
 -2.3324476E-03 	 2.4130454E-06 	 3.4529748E-02 	 1.1977438E-03 	
 -2.3324954E-03 	 2.4793336E-06 	 3.4529899E-02 	 1.1977545E-03 	
 -2.3325434E-03 	 2.5468903E-06 	 3.4530051E-02 	 1.1977652E-03 	
 -2.3325914E-03 	 2.6157282E-06 	 3.4530202E-02 	 1.1977759E-03 	
 -2.3326395E-03 	 2.6858598E-06 	 3.4530354E-02 	 1.1977865E-03 	
 -2.3326878E-03 	 2.7572976E-06 	 3.4530505E-02 	 1.1977972E-03 	
 -2.3327361E-03 	 2.8300540E-06 	 3.4530657E-02 	 1.1978079E-03 	
