  1.1787082E+01 	 1.3274312E-01 	-9.3232706E-01 	
  1.1858681E+01 	 1.2618556E-01 	           NAN 	
  1.1686465E+01 	 1.2964717E-01 	-9.9231836E-01 	
  1.2031711E+01 	 1.2592408E-01 	           NAN 	
  1.1888492E+01 	 1.2574576E-01 	           NAN 	
  1.1660071E+01 	 1.2979362E-01 	-9.8934748E-01 	
  1.1895544E+01 	 1.2722139E-01 	           NAN 	
  1.1926364E+01 	 1.2509057E-01 	           NAN 	
  1.1806202E+01 	 1.2636036E-01 	           NAN 	
  1.1768575E+01 	 1.2830880E-01 	           NAN 	
  1.1973073E+01 	 1.2421778E-01 	           NAN 	
  1.1742999E+01 	 1.2664803E-01 	           NAN 	
  1.1651324E+01 	 1.2917396E-01 	           NAN 	
  1.2029767E+01 	 1.2312375E-01 	           NAN 	
  1.1689350E+01 	 1.2670577E-01 	           NAN 	
  1.1544674E+01 	 1.2980199E-01 	-9.8877421E-01 	
  1.1959785E+01 	 1.2529359E-01 	           NAN 	
  1.1646597E+01 	 1.2652055E-01 	           NAN 	
  1.1449866E+01 	 1.3017565E-01 	-9.8142681E-01 	
  1.1757678E+01 	 1.2676435E-01 	           NAN 	
  1.1616430E+01 	 1.2607789E-01 	           NAN 	
  1.1368489E+01 	 1.3027556E-01 	-9.7938962E-01 	
  1.1569102E+01 	 1.2801299E-01 	           NAN 	
  1.1600877E+01 	 1.2536233E-01 	           NAN 	
  1.1448473E+01 	 1.2702713E-01 	           NAN 	
  1.1395793E+01 	 1.2901171E-01 	           NAN 	
  1.1602293E+01 	 1.2435829E-01 	           NAN 	
  1.1340275E+01 	 1.2722731E-01 	           NAN 	
  1.1239795E+01 	 1.2972978E-01 	-9.8973572E-01 	
  1.1623333E+01 	 1.2305107E-01 	           NAN 	
  1.1250918E+01 	 1.2711964E-01 	           NAN 	
  1.1103452E+01 	 1.3013406E-01 	-9.8183888E-01 	
  1.1506759E+01 	 1.2556882E-01 	           NAN 	
  1.1230902E+01 	 1.2606048E-01 	           NAN 	
  1.0987266E+01 	 1.3013252E-01 	-9.8180224E-01 	
  1.1180615E+01 	 1.2787766E-01 	           NAN 	
  1.1301919E+01 	 1.2390443E-01 	           NAN 	
  1.1030228E+01 	 1.2695131E-01 	           NAN 	
  1.0942150E+01 	 1.2918831E-01 	-9.9997220E-01 	
  1.1469262E+01 	 1.2068100E-01 	           NAN 	
  1.0977440E+01 	 1.2608252E-01 	           NAN 	
  1.0795731E+01 	 1.2936480E-01 	-9.9651389E-01 	
  1.1103438E+01 	 1.2577476E-01 	           NAN 	
  1.1022703E+01 	 1.2403172E-01 	           NAN 	
  1.0861228E+01 	 1.2587014E-01 	           NAN 	
  1.0841039E+01 	 1.2718566E-01 	           NAN 	
  1.1171677E+01 	 1.2082096E-01 	           NAN 	
  1.0788789E+01 	 1.2510289E-01 	           NAN 	
  1.0677196E+01 	 1.2742962E-01 	           NAN 	
  1.1111579E+01 	 1.2244253E-01 	           NAN 	
  1.0821535E+01 	 1.2308688E-01 	           NAN 	
  1.0617078E+01 	 1.2640029E-01 	           NAN 	
  1.0837654E+01 	 1.2382180E-01 	           NAN 	
  1.0965196E+01 	 1.1984409E-01 	           NAN 	
  1.0701420E+01 	 1.2279160E-01 	           NAN 	
  1.0668555E+01 	 1.2402448E-01 	           NAN 	
  1.1225631E+01 	 1.1547245E-01 	           NAN 	
  1.0733768E+01 	 1.2075715E-01 	           NAN 	
  1.0609391E+01 	 1.2294508E-01 	           NAN 	
  1.0967818E+01 	 1.1892091E-01 	           NAN 	
  1.0883335E+01 	 1.1747225E-01 	           NAN 	
  1.0748965E+01 	 1.1893394E-01 	           NAN 	
  1.0803393E+01 	 1.1900551E-01 	           NAN 	
  1.1155437E+01 	 1.1305098E-01 	           NAN 	
  1.0790233E+01 	 1.1687020E-01 	           NAN 	
  1.0753796E+01 	 1.1785011E-01 	           NAN 	
  1.1261451E+01 	 1.1253094E-01 	           NAN 	
  1.0953319E+01 	 1.1358918E-01 	           NAN 	
  1.0823560E+01 	 1.1544008E-01 	           NAN 	
  1.1107608E+01 	 1.1248110E-01 	           NAN 	
  1.1242591E+01 	 1.0922011E-01 	           NAN 	
  1.1012805E+01 	 1.1149174E-01 	           NAN 	
  1.1071402E+01 	 1.1128986E-01 	           NAN 	
  1.1661894E+01 	 1.0396209E-01 	           NAN 	
  1.1191674E+01 	 1.0832278E-01 	           NAN 	
  1.1156316E+01 	 1.0896115E-01 	           NAN 	
  1.1594943E+01 	 1.0483231E-01 	           NAN 	
  1.1497583E+01 	 1.0416413E-01 	           NAN 	
  1.1410151E+01 	 1.0495525E-01 	           NAN 	
  1.1569584E+01 	 1.0370614E-01 	           NAN 	
  1.1932880E+01 	 9.9212729E-02 	           NAN 	
  1.1600375E+01 	 1.0204928E-01 	           NAN 	
  1.1664111E+01 	 1.0160120E-01 	           NAN 	
  1.2263203E+01 	 9.6630935E-02 	           NAN 	
  1.1915302E+01 	 9.8283106E-02 	           NAN 	
  1.1880030E+01 	 9.8598558E-02 	           NAN 	
  1.2238830E+01 	 9.5701151E-02 	           NAN 	
  1.2355703E+01 	 9.3834581E-02 	           NAN 	
  1.2164488E+01 	 9.5302637E-02 	           NAN 	
  1.2329992E+01 	 9.3966695E-02 	           NAN 	
  1.2921493E+01 	 8.8906037E-02 	           NAN 	
  1.2473626E+01 	 9.2091440E-02 	           NAN 	
  1.2536759E+01 	 9.1495596E-02 	           NAN 	
  1.3051665E+01 	 8.7879479E-02 	           NAN 	
  1.2901394E+01 	 8.8302011E-02 	           NAN 	
  1.2852107E+01 	 8.8634343E-02 	           NAN 	
  1.3119647E+01 	 8.6629815E-02 	           NAN 	
  1.3446355E+01 	 8.4098214E-02 	           NAN 	
