0,1e-12,1e-12,166.496
0,15.895,1e-12,159.103
0,7.837,14.868,159.167
0,-7.747,15.063,162.104
0,-15.549,1e-12,165.797
0,-7.982,-15.711,169.451
0,8.06,-15.433,165.515
0,31.795,1e-12,151.582
0,27.197,16.582,150.893
0,15.541,29.013,153.077
0,1e-12,33.474,153.539
0,-15.053,29.286,155.888
0,-26.002,17.267,160.01
0,-30.029,1e-12,161.249
0,-26.502,-17.692,164.091
0,-15.815,-31.447,168.067
0,1e-12,-36.449,167.962
0,16.207,-30.558,161.52
0,27.818,-17.02,154.979
0,47.685,1e-12,143.069
0,44.837,15.76,143.554
0,37.144,30.076,145.301
0,25.472,41.308,146.973
0,11.222,47.597,146.671
0,-3.709,48.896,147.092
0,-17.798,45.343,149.173
0,-29.768,37.086,152.729
0,-38.278,24.134,154.197
0,-42.621,8.325,153.966
0,-42.823,-8.368,154.786
0,-38.855,-24.564,156.999
0,-30.65,-38.523,158.894
0,-18.878,-49.455,163.556
0,-4.001,-54.651,165.518
0,12.086,-52.807,163.649
0,26.886,-44.205,157.693
0,38.322,-31.078,150.19
0,45.46,-15.949,145.228
0,63.903,1e-12,135.479
0,61.479,16.422,136.199
0,54.718,31.907,137.355
0,44.514,45.991,140.65
0,30.948,56.157,140.628
0,15.766,62.676,141.207
0,1e-12,64.544,140.91
0,-15.164,62.408,141.657
0,-28.822,56.36,143.433
0,-40.334,46.712,146.432
0,-49.038,33.447,148.963
0,-54.094,17.209,148.27
0,-55.692,1e-12,147.184
0,-53.857,-17.003,146.255
0,-48.93,-33.072,147.005
0,-40.859,-47.344,148.405
0,-29.847,-59.215,151.103
0,-16.122,-68.357,156.042
0,1e-12,-71.432,156.848
0,16.955,-69.153,156.563
0,33.09,-61.253,153.981
0,46.226,-47.731,145.953
0,56.119,-32.656,140.523
0,62.158,-16.553,137.205
0,80.571,1e-12,128.732
0,78.519,16.297,129.204
0,72.939,32.055,130.191
0,64.383,47.026,132.669
0,53.12,60.718,136.145
0,38.837,69.853,134.648
0,23.617,76.67,135.01
0,7.802,79.159,133.609
0,-7.633,78.636,133.161
0,-22.224,75.807,134.921
0,-35.354,69.352,136.217
0,-46.875,60.459,139.177
0,-56.484,48.824,142.899
0,-63.286,33.924,143.921
0,-66.767,17.034,141.345
0,-67.495,1e-12,138.591
0,-65.718,-16.533,136.788
0,-61.671,-32.311,136.44
0,-55.206,-46.706,136.098
0,-46.264,-58.682,134.62
0,-35.43,-68.874,135.01
0,-22.854,-78.44,139.759
0,-8.035,-84.262,143.175
0,8.312,-86.039,145.777
0,25.232,-83.305,147.162
0,41.439,-75.622,146.181
0,55.231,-62.824,140.729
0,66.239,-48.033,135.327
0,74.348,-32.482,131.785
0,79.351,-16.432,130.214
0,98.028,1e-12,123.531
0,96.024,16.884,123.669
0,90.907,33.335,124.288
0,82.898,48.973,125.4
0,72.556,63.912,128.087
0,59.649,76.914,130.241
0,44.391,85.733,129.169
0,28.222,91.052,127.246
0,11.921,93.014,124.973
0,-3.891,92.895,124.192
0,-18.985,91.261,125.638
0,-33.061,86.886,127.486
0,-45.698,79.346,128.872
0,-56.899,69.682,131.342
0,-66.51,57.82,134.709
0,-73.599,42.885,135.758
0,-78.197,26.225,135.59
0,-79.405,8.595,131.643
0,-78.479,-8.425,128.826
0,-75.345,-24.603,126.51
0,-70.626,-40.069,126.169
0,-63.39,-53.278,123.28
0,-54.567,-64.628,120.973
0,-44.286,-74.461,120.128
0,-32.721,-84.136,122.883
0,-19.372,-92.804,127.653
0,-4.071,-98.156,131.465
0,12.664,-100.33,135.195
0,30.079,-98.258,137.64
0,46.93,-90.939,137.098
0,62.046,-79.262,133.971
0,74.947,-65.291,130.573
0,85.119,-49.819,127.344
0,92.333,-33.529,124.771
0,96.835,-16.947,124.006
0,114.019,1e-12,114.05
0,112.687,17.143,115.43
0,108.758,34.405,117.613
0,102.4,51.706,120.758
0,92.545,67.406,121.881
0,79.859,80.816,121.702
0,65.825,93.442,123.459
0,49.807,102.043,122.714
0,32.671,104.925,118.209
0,16.012,106.076,115.208
0,1e-12,105.578,113.534
0,-15.251,104.327,114.091
0,-29.692,101.339,115.685
0,-43.101,95.757,117.229
0,-54.963,86.684,117.235
0,-66.063,77.328,120.266
0,-75.783,65.818,123.778
0,-83.105,51.15,124.91
0,-88.037,34.654,124.481
0,-90.52,17.32,122.885
0,-89.967,1e-12,118.827
0,-88.253,-16.663,117.906
0,-84.407,-32.592,116.645
0,-78.593,-47.122,114.494
0,-70.704,-58.993,110.046
0,-62.073,-69.771,107.605
0,-52.438,-79.707,106.966
0,-41.643,-89.222,108.396
0,-29.55,-98.951,112.5
0,-15.631,-106.752,116.685
0,1e-12,-111.321,119.893
0,16.992,-114.146,124.303
0,34.676,-112.367,126.809
0,52.073,-105.991,127.293
0,68.283,-95.646,126.041
0,82.874,-82.933,124.624
0,94.935,-67.927,122.402
0,103.93,-51.378,119.492
0,110.288,-34.46,117.52
0,113.122,-17.039,114.501
0,125.906,1e-12,97.622
0,125.254,16.369,99.719
0,123.35,33.729,104.33
0,118.456,51.328,108.067
0,110.252,67.944,110.108
0,99.732,83.868,112.421
0,86.516,97.75,113.678
0,71.571,109.918,114.996
0,54.656,116.988,113.071
0,36.842,117.58,107.255
0,19.985,117.944,103.976
0,3.9,117.565,102.381
0,-11.418,116.629,102.493
0,-25.88,113.569,102.726
0,-39.631,109.715,104.373
0,-52.148,102.28,104.488
0,-63.559,93.138,104.87
0,-74.523,84.139,108.019
0,-84.469,73.378,111.951
0,-92.416,59.58,114.245
0,-98.183,43.609,115.024
0,-101.201,26.147,113.428
0,-101.434,8.521,109.933
0,-100.313,-8.401,108.339
0,-97.628,-24.924,107.897
0,-92.491,-40.179,105.557
0,-85.516,-53.38,101.733
0,-77.482,-64.57,97.702
0,-69.092,-75.027,95.555
0,-59.93,-84.818,94.807
0,-49.888,-94.604,95.959
0,-38.717,-104.513,98.894
0,-25.999,-113.056,102.058
0,-11.632,-118.243,103.797
0,4.047,-122.556,106.82
0,21.084,-126.087,111.445
0,38.984,-125.809,115.011
0,56.858,-120.928,116.728
0,73.705,-111.368,116.143
0,88.724,-98.226,113.782
0,102.364,-84.461,112.804
0,112.587,-67.947,109.668
0,119.744,-50.619,106.051
0,124.463,-33.457,103.135
0,126.192,-16.391,99.735
0,133.015,1e-12,76.974
0,132.063,14.816,78.014
0,130.861,30.737,82.173
0,127.81,47.76,86.92
0,122.325,65.279,91.402
